ID,Title,Award Category,Platform,Status,Expected Filename,File Size,File Path,URL
160,BUILDING FUTURES – MRV (DM9 SÃO PAULO),Grand Prix,VIMEO,Not Downloaded,ad_160.mp4,-,-,https://vimeo.com/1086909960
161,CALL ME WHEN YOU NEED ME – VIVO (HAVAS BEIJING),Grand Prix,VIMEO,Not Downloaded,ad_161.mp4,-,-,https://vimeo.com/1090341135
162,CATS LOSE THEIR COOL | DJ CAT – TEMPTATIONS (ADAM&EVEDDB LONDON),Grand Prix,YOUTUBE,Not Downloaded,ad_162.mp4,-,-,https://www.youtube.com/watch?v=s5iVbNCmAJg
164,CHEERING FOR THE RAIN – SENNA POR AYRTON (ARTPLAN SÃO PAULO),Grand Prix,VIMEO,Not Downloaded,ad_164.mp4,-,-,https://vimeo.com/1094223352/c022d1bfb5
165,CHILD WEDDING CARDS – UN WOMEN (IMPACT BBDO DUBAI),Grand Prix,YOUTUBE,Not Downloaded,ad_165.mp4,-,-,https://www.youtube.com/watch?v=G_dzr4SJqjY
166,"COORS LIGHT, COORS LIGHT – COORS LIGHT (DROGA5 NEW YORK)",Grand Prix,VIMEO,Not Downloaded,ad_166.mp4,-,-,https://vimeo.com/1064154466
167,DANCING WASHERS – WHIRLPOOL (VML MEXICO CITY),Grand Prix,YOUTUBE,Not Downloaded,ad_167.mp4,-,-,https://www.youtube.com/watch?v=y1x9FxIUVMs
169,DON’T CALL IT LOVE – YVES SAINT LAURENT BEAUTE (BETC FULLSIX),Grand Prix,YOUTUBE,Not Downloaded,ad_169.mp4,-,-,https://www.youtube.com/watch?v=eBnKDL57i7Y
170,DON’T STOP MOTION – CENABAST (VML SANTIAGO),Grand Prix,YOUTUBE,Not Downloaded,ad_170.mp4,-,-,https://www.youtube.com/watch?v=8NxoqgLXy2E
171,DOVE LOVE YOUR HAIR – UNILEVER (EDELMAN NEW YORK),Grand Prix,VIMEO,Not Downloaded,ad_171.mp4,-,-,https://vimeo.com/1093399067
172,DRINKABLE ANTHEM – SUPER BOCK (JUDAS LISBON),Grand Prix,VIMEO,Not Downloaded,ad_172.mp4,-,-,https://vimeo.com/1085986719
173,EMOJI COKE – COCA-COLA (VML NEW YORK),Grand Prix,VIMEO,Not Downloaded,ad_173.mp4,-,-,https://vimeo.com/1094885234/db5f5aad0b
174,EVERYBODY’S BUSINESS – LINKEDIN (LINKEDIN DUBLIN),Grand Prix,VIMEO,Not Downloaded,ad_174.mp4,-,-,https://vimeo.com/1094885255/793d3aa7b3
175,EVERYTHING OR NOTHING – RIYADH SEASON (BIGTIME CREATIVE SHOP RIYADH),Grand Prix,VIMEO,Not Downloaded,ad_175.mp4,-,-,https://vimeo.com/987240751
176,FC25 – EA SPORTS FC (UNCOMMON CREATIVE STUDIO LONDON),Grand Prix,VIMEO,Not Downloaded,ad_176.mp4,-,-,https://vimeo.com/1094221714/776080ab24
177,FIELDS OF GLORY – PILSEN BEER (MONKS BOGOTÁ),Grand Prix,YOUTUBE,Not Downloaded,ad_177.mp4,-,-,https://www.youtube.com/watch?v=3nAP3n43rok
178,"FILTER CAPS – FILSA COLOMBIA (OGILVY COLOMBIA, BOGOTÁ)",Grand Prix,YOUTUBE,Not Downloaded,ad_178.mp4,-,-,https://www.youtube.com/watch?v=I60bNRM2UhM
179,FLAGS OF UNITY – AMREF (EDELMAN LONDON),Grand Prix,YOUTUBE,Not Downloaded,ad_179.mp4,-,-,https://www.youtube.com/watch?v=Vddqdo02OOQ
180,FOUR SEASONS BABY – FOUR SEASONS ORLANDO (WE ARE SOCIAL),Grand Prix,VIMEO,Not Downloaded,ad_180.mp4,-,-,https://vimeo.com/1058771553
181,GARUDA RAKSHAK – DSP MUTUAL FUNDS (DENTSU CREATIVE GURGAON),Grand Prix,YOUTUBE,Not Downloaded,ad_181.mp4,-,-,https://www.youtube.com/watch?v=dgo176RMzTA
182,GO FURTHER – 7-ELEVEN (CLEMENGER BBDO MELBOURNE),Grand Prix,VIMEO,Not Downloaded,ad_182.mp4,-,-,https://vimeo.com/997540972
183,HAGELCHUP – HEINZ (GUT AMSTERDAM),Grand Prix,VIMEO,Not Downloaded,ad_183.mp4,-,-,https://vimeo.com/1094886512/9dcfd03177
184,HEINZ ROLLER SHUTTER – HEINZ (GOODIDEA SHANGHAI),Grand Prix,VIMEO,Not Downloaded,ad_184.mp4,-,-,https://vimeo.com/1094886574/76a7dd4cff
185,HER DOME – GOVERNMENT OF THE STATE OF SÃO PAULO (DPZ SÃO PAULO),Grand Prix,VIMEO,Not Downloaded,ad_185.mp4,-,-,https://vimeo.com/1093399045
186,HIDDEN MESSAGE – HEINEKEN (LEPUB MILAN),Grand Prix,YOUTUBE,Not Downloaded,ad_186.mp4,-,-,https://www.youtube.com/watch?v=H_8E-yZeksU
187,HONEST REVIEWS – CAMDEN STOUT (AB INBEV LEUVEN),Grand Prix,YOUTUBE,Not Downloaded,ad_187.mp4,-,-,https://www.youtube.com/watch?v=s_g90M7oeEs
188,JUSTICE BY HER TYPE – FAMILIES SURVIVING FEMINICIDES COLLECTIVE (GARNIER BBDO SAN JOSE),Grand Prix,YOUTUBE,Not Downloaded,ad_188.mp4,-,-,https://www.youtube.com/watch?v=W_-UgnjJBRc
189,KENDRICK LAMAR SUPER BOWL HALFTIME SHOW CAMPAIGN – APPLE MUSIC (APPLE CUPERTINO),Grand Prix,VIMEO,Not Downloaded,ad_189.mp4,-,-,https://vimeo.com/1094223419/2ced7b587c
190,KIA SOUNDSCAPES – KIA EUROPE (INNOCEAN BERLIN),Grand Prix,VIMEO,Not Downloaded,ad_190.mp4,-,-,https://vimeo.com/1078212592
191,LAG OR BAD – XTRIM (PARADAIS DDB GUAYAQUIL),Grand Prix,YOUTUBE,Not Downloaded,ad_191.mp4,-,-,https://www.youtube.com/watch?v=Zo2096C1HDQ
192,LETTING OUR GEN-Z STAFF WRITE THE MARKETING SCRIPT – CURRYS (FABRIC SOCIAL LONDON),Grand Prix,VIMEO,Not Downloaded,ad_192.mp4,-,-,https://vimeo.com/1094578702/cba6cf513a
193,LIVEFEARLESS – BODYFORM (AMV BBDO LONDON),Grand Prix,VIMEO,Not Downloaded,ad_193.mp4,-,-,https://vimeo.com/1093400188
194,LOEWE TIKTOK – LOEWE (IN-HOUSE),Grand Prix,VIMEO,Not Downloaded,ad_194.mp4,-,-,https://vimeo.com/1094660435
196,MAYO EXCHANGE – HELLMANN’S (EDELMAN LONDON),Grand Prix,YOUTUBE,Not Downloaded,ad_196.mp4,-,-,https://www.youtube.com/watch?v=4NpEnDNRwc0
197,MICHAEL CERAVE – CERAVE (OGILVY PR NEW YORK),Grand Prix,VIMEO,Not Downloaded,ad_197.mp4,-,-,https://vimeo.com/924148167?share=copy
198,MIRACLE – RC COLA (GIGIL MANILA),Grand Prix,YOUTUBE,Not Downloaded,ad_198.mp4,-,-,https://www.youtube.com/watch?v=u0c7pO99Ysw
200,NAME THE BIAS – PEOPLE LIKE US (NEW LAND COPENHAGEN),Grand Prix,YOUTUBE,Not Downloaded,ad_200.mp4,-,-,https://www.youtube.com/watch?v=3uTwt6FYX98
201,NOBODY SHOULD DIE AT XMAS – OPEN ARMS (DOUBLEYOU BARCELONA),Grand Prix,VIMEO,Not Downloaded,ad_201.mp4,-,-,https://vimeo.com/951451298
202,NOT WHEELS – MATTEL CREATIONS (MATTEL LOS ANGELES),Grand Prix,VIMEO,Not Downloaded,ad_202.mp4,-,-,https://vimeo.com/1094221811/1cd38059a1
203,PICK UP YOUR POOP – COLOGUARD (THE COMMUNITY MIAMI),Grand Prix,VIMEO,Not Downloaded,ad_203.mp4,-,-,https://vimeo.com/1093348412
204,PLANTLETS FOR FUTURE – NESCAFE (PUBLICIS CONSEIL PARIS),Grand Prix,YOUTUBE,Not Downloaded,ad_204.mp4,-,-,https://www.youtube.com/watch?v=qtg_sYwAj2E
205,PRADA: BEYOND THE LINE – PRADA (MCCANN PARIS),Grand Prix,YOUTUBE,Not Downloaded,ad_205.mp4,-,-,https://www.youtube.com/watch?v=rXF9wl0BCWE
206,PUBIC SERVICE ANNOUNCEMENT – KIEHL’S (MARCEL PARIS),Grand Prix,YOUTUBE,Not Downloaded,ad_206.mp4,-,-,https://www.youtube.com/watch?v=HhChMlLE2QU
208,RE-COMMERCE ATACAMA – VTEX (ARTPLAN SÃO PAULO),Grand Prix,VIMEO,Not Downloaded,ad_208.mp4,-,-,https://vimeo.com/1090194004
209,REEF PROTECTION FACTOR – STREAM2SEA (MCCANN DEMAND LONDON),Grand Prix,VIMEO,Not Downloaded,ad_209.mp4,-,-,https://vimeo.com/1083456679
210,SCHOLARSHIP IN BOOKS – UNIASSELVI (BETC HAVAS SÃO PAULO),Grand Prix,VIMEO,Not Downloaded,ad_210.mp4,-,-,https://vimeo.com/1093833192
212,SENNA’S CUT – NETFLIX (MONKS BUENOS AIRES),Grand Prix,YOUTUBE,Not Downloaded,ad_212.mp4,-,-,https://www.youtube.com/watch?v=5lDse7WCVUU
213,SEVERANCE S2’S OPENING TITLE – APPLE (APPLE CUPERTINO),Grand Prix,YOUTUBE,Not Downloaded,ad_213.mp4,-,-,https://www.youtube.com/watch?v=uKT5bwMkOAw
214,SHARE THE FIRST – DOVE (EDELMAN LONDON),Grand Prix,YOUTUBE,Not Downloaded,ad_214.mp4,-,-,https://www.youtube.com/watch?v=V68MSwIkKM0
215,SICKLE CELL BALL – NEWYORK-PRESBYTERIAN (HAVAS NEW YORK),Grand Prix,VIMEO,Not Downloaded,ad_215.mp4,-,-,https://vimeo.com/1082598227
216,SIX BACK – VICTORIA (GUT MEXICO CITY),Grand Prix,YOUTUBE,Not Downloaded,ad_216.mp4,-,-,https://www.youtube.com/watch?v=xbkAvvh64IA
217,SKIN – RAÇA MAGAZINE (LEPUB SÃO PAULO),Grand Prix,VIMEO,Not Downloaded,ad_217.mp4,-,-,https://vimeo.com/1088284685
218,SMILE 20 – GOODY’S PAIN POWDER (FCB CHICAGO),Grand Prix,VIMEO,Not Downloaded,ad_218.mp4,-,-,https://vimeo.com/1081666376
219,SOS BEES – AB INBEV (AFRICA CREATIVE DDB SÃO PAULO),Grand Prix,VIMEO,Not Downloaded,ad_219.mp4,-,-,https://vimeo.com/1095117362/9d5a6fba02
220,SPONSORED BALLS – TESTICULAR CANCER SOCIETY (FP7 MCCANN DUBAI),Grand Prix,VIMEO,Not Downloaded,ad_220.mp4,-,-,https://vimeo.com/1083510969
221,SUBMERGED –  APPLE (APPLE CUPERTINO),Grand Prix,YOUTUBE,Not Downloaded,ad_221.mp4,-,-,https://www.youtube.com/watch?v=lP8LLIjCe6Q
222,THE BOY & THE OCTOPUS – DISNEY (ADAM&EVEDDB NYC),Grand Prix,YOUTUBE,Not Downloaded,ad_222.mp4,-,-,https://www.youtube.com/watch?v=clgyncrbyDg&pp=0gcJCdgAo7VqN5tD
223,THE EVERLASTING LOGO – BOTTEGA VENETA (LEPUB MILAN),Grand Prix,YOUTUBE,Not Downloaded,ad_223.mp4,-,-,https://www.youtube.com/watch?v=ZzT1nS6DJqc
224,THE FAN REMOTE – CLARO TV+ (TALENT MARCEL SÃO PAULO),Grand Prix,YOUTUBE,Not Downloaded,ad_224.mp4,-,-,https://www.youtube.com/watch?v=3BbpfDvl6f4
225,THE FLIPPER – HEINEKEN (LEPUB MILAN),Grand Prix,VIMEO,Not Downloaded,ad_225.mp4,-,-,https://vimeo.com/1083152151
226,THE FREEDOM EDITION – SOCIETY (BETC PARIS),Grand Prix,YOUTUBE,Not Downloaded,ad_226.mp4,-,-,https://www.youtube.com/watch?v=WK6ONFfbUvI
227,THE FUTURE FAN STAGE – WAY OUT WEST (NORD DDB STOCKHOLM),Grand Prix,YOUTUBE,Not Downloaded,ad_227.mp4,-,-,https://www.youtube.com/watch?v=UkdMtj9108s
229,THE INTERRUPTED GOAL – FIAT GROUP (LEO BRAZIL),Grand Prix,VIMEO,Not Downloaded,ad_229.mp4,-,-,https://vimeo.com/1082274260
230,THE JOURNEY – AICP (O POSITIVE SANTA MONICA),Grand Prix,VIMEO,Not Downloaded,ad_230.mp4,-,-,https://vimeo.com/946347892
231,THE LAST TIMBIT – TIM HORTONS (GUT TORONTO),Grand Prix,VIMEO,Not Downloaded,ad_231.mp4,-,-,https://vimeo.com/1094221778/ad37613e9a
232,THE LUCKY SPONSOR – SCHNEIDER (MERCADO MCCANN BUENOS AIRES),Grand Prix,YOUTUBE,Not Downloaded,ad_232.mp4,-,-,https://www.youtube.com/watch?v=A6GYbemcJ5Q
233,THE MISSING PORTRAITS – PIRACANJUBA (AMPFY SÃO PAULO),Grand Prix,VIMEO,Not Downloaded,ad_233.mp4,-,-,https://vimeo.com/1077737553
234,THE REINFALL – THE NORWEGIAN POSTAL SERVICE (POL OSLO),Grand Prix,YOUTUBE,Not Downloaded,ad_234.mp4,-,-,https://www.youtube.com/watch?v=RCyAAsOn70Y
235,THE SHOEMAKER – TELSTRA (REVOLVER SYDNEY),Grand Prix,VIMEO,Not Downloaded,ad_235.mp4,-,-,https://vimeo.com/1072023846
236,THE SOUND OF DIVORCE – CALM (OGILVY ARGENTINA),Grand Prix,YOUTUBE,Not Downloaded,ad_236.mp4,-,-,https://www.youtube.com/watch?v=FVsx6MQYNRc&t=89s
237,THE UGLIEST SWEATER – ILAS (THE MAESTROS MEXICO),Grand Prix,YOUTUBE,Not Downloaded,ad_237.mp4,-,-,https://www.youtube.com/watch?v=0mfkxE8e2HI
238,"THE WORST CHILDREN’S LIBRARY – SAFESURFER, SAMSUNG (DDB GROUP AOTEAROA NZ)",Grand Prix,VIMEO,Not Downloaded,ad_238.mp4,-,-,https://vimeo.com/1093368455?turnstile=0.k_CKANFtoqxJUACIZ3AcDKcWVxqMmk3h9M5vA_zOx7kr8_c76DIlFhDI6AmC765J6hr6YFqtwQrR_TLFSw6GYCngL0jYBL4b8PU8-hbN6jVnFt7dVQPh4cLnLE5BFB0C_x_mOfgkrrWeFo8ehBejLYxyugZWmpVX985S4LfhcuysJp2J2mv14ZnnTlILCZmVXgIVEjccFOVI1LtuqlxUbNgMAqZ6yhAtmngQWGYHe3fwyA_MH9SM6cAc5wapM4fQRTqKKYkhslVhPsidb78PXBzSnUbXvsBlV2VxiBkwOY6BklVW_oYvW35uT6L5bf15nZSXPrllykwN7mAVE_1pTpwY-7vW17Qcnd8yd2SNHo5xrLXyd_0hByfRFMDxJ88VQqN1l3b9Rj7G2vDS6dDdm2DLPGSfrhF9EqzB1gxtV889ZgY8QxvTrSzTYYGq79AD-8XIWzpkUlfbRDiqPlDvgv1N43Uv4-mrP3qEHlE8-adGKH0YhJpSz-Ot9q1I-10oJrBmO6nucofdMj_Xz_Te9vi3tI_fYL39nbp1I20DvvgjC2eCK3h_0xUg_d8MiZB-FPlus96TiXU0V2oJMrhpsvt8TfcuUle_1z_f2e01Oj908OWZOO0Ck_SaleiIut_FJ6uRycbKV0bIKKzXeAntxHceD-6ZN5qDzWY0XHGXZ9aEF-9-CQYH4xOooBKZNnhJgJNJPaJOGzD6BM1xgTqA6GKJTqga4dVNYR1EGvbzzA3iGrTD7C6OnMSjpBeVAGSV6keJygtA4CA_02ZKS44qyh1YaSkF2WjglqVBmd2y6hX4xOvaUnhtwcD9zJBksrzAJeD46629B4HYgErtQ8vnjC-619TxC6Fysv3H2OOWGDkcVNMJN1RmMb-PZNEdEprq.GYTVh8PkuYIlOE4nlbdhAw.7351e88d473c8dbda869a598fa70e11b3812b9b20044061efbd622388df16cfc
239,THIS IS NOT A GAME – MOVISTAR (VML MEXICO CITY),Grand Prix,YOUTUBE,Not Downloaded,ad_239.mp4,-,-,https://www.youtube.com/watch?v=qKqi8uMMr6c
240,TIMEOUT AGAINST HATE – FOUNDATION TO COMBAT ANTISEMITISM (MINDSHARE & VML NEW YORK),Grand Prix,VIMEO,Not Downloaded,ad_240.mp4,-,-,https://vimeo.com/1083894799
241,TOGETHER IS FOR CHRISTMAS – TELSTRA (BEAR MEETS EAGLE ON FIRE SYDNEY),Grand Prix,VIMEO,Not Downloaded,ad_241.mp4,-,-,https://vimeo.com/1027541097
242,TRASH TALK CODES – BRAHMA (AFRICA CREATIVE DDB SÃO PAULO),Grand Prix,VIMEO,Not Downloaded,ad_242.mp4,-,-,https://vimeo.com/1090489924
244,UNDELETED – DOVE (VML BUENOS AIRES),Grand Prix,YOUTUBE,Not Downloaded,ad_244.mp4,-,-,https://www.youtube.com/watch?v=2V3ZDb5kow0
248,WINIS FONT – WINIS (THE KLASS COMPANY TEPOTZOTLAN),Grand Prix,YOUTUBE,Not Downloaded,ad_248.mp4,-,-,https://www.youtube.com/watch?v=nSdGQxDXGSs
249,WORKWEAR FOR KIDS – SOS CHILDREN’S VILLAGES (NORD DDB STOCKHOLM),Grand Prix,VIMEO,Not Downloaded,ad_249.mp4,-,-,https://vimeo.com/1094221760/e918788639
